id,forum,author,nick,title,content,created_time,ts
M.1454697214.A.E85,HatePolitics,senria,≡(？)≡,Re: [討論] 為何全面追殺柯文哲？,"※ 引述《chal (&nbsp;)》之銘言：
: 駡是為了他好  也是為了台灣好
: 目的就是要避免國民黨再拿回北市
: 目的就是要避免他變成馬英九3．0

很抱歉 會這樣想的終究只是少數

大部份的觀眾聽到名嘴節目一直罵 也不會去管3721

直接就給柯文哲負分了

是的 輕鬆被洗腦的愚民還是很多

不然朱立倫不會還有快400萬票 神豬也不會還有60萬票

國家議題有哪些 ""健保DRG"" ""年金制度"" ""中資(紫光中嘉)"" ""觀光困境"" ""寒害農損""

但再大條的問題 也比不上""內湖塞車""

這是為了台灣好嗎 不 媒體要的是這些愚民打印象分數 要的是打柯成功

為何?很簡單

因為打柯是藍綠共同目標 台北市長是藍綠都要搶的碉堡

綠要的是全面執政最後一塊拼圖(郭正亮已經當先鋒了)

藍更不用說 照死裡打就對了

對媒體來說 打柯就是一件藍綠都討好 有利無弊的事 就好像一支穩漲的股票

換作是你 你買不買?你打不打?


柯P當然可以罵 當然可以不投

但要是以為媒體打柯是為了台灣好台北好 這麼阿Q的想法

那就真的太天真了



--",2016-02-09 02:03:05,2016-02-06 02:33:29
M.1454695456.A.CC6,HatePolitics,chal,&amp;nbsp;,Re: [討論] 為何全面追殺柯文哲？,"駡是為了他好  也是為了台灣好

目的就是要避免國民黨再拿回北市

目的就是要避免他變成馬英九3．0

面對他這種人  你不能只是給建議

因為他太狂了 你們這種下等人的建議他是不會聽的

但是被駡  他會介意 才有機會改進

他這麽聰明怎麼可能被嫌

自認聰明人  你要罵他讓他受挫

自認什麼都不懂的人。才是用建議的

內部已經沒人敢講實話了

外部還處處維護

他就會覺得你們智商低 不懂他要做的事

他跟馬都是很固執且自我感覺良好的人

差別在馬被罵不會改  他會改

但是如果不想辦法讓他承認他很多都不懂

他就繼續把整個台北市都當成他的實驗室

很多人説其他地方也塞車

但問題在本來不塞的變塞了

當家才會知道困難

你在競選我們可以接受你批評執政做不好

他自己執政了  如果還是這種心態  那就完了


例如他笑別人施工速度慢  原來是因為別人不想影響交通

例如別人不會打考績  因為你爛我就好  所以我明明知道你局這樣搞會出事 我局也不講
話


這些都是他要學習的

駡到他要去求一個有經驗的人來幫他

因為是求來的  他才會放低姿態聽意見


很多局處都是按他喜好去推政策

例如電影節想也知道按照柯的個性一定會要求可以賺錢

結果是倪被罵 還被柯開除

這種把市長當商人的心態

也是因為他的自我智商良好的想法

他總是想證明什麼

想證明不當醫生  會比郭台銘有成就

想證明自己是個CEO的料 所以錯把市長執政當成商人在經營公司

施政的中心思想就會圍繞在利潤

然後就會出現想鼓勵大家使用大眾運輸卻又調漲價格的矛盾政策

終於最近開始發現問題了 說要總體規劃了

如果沒人駡  柯粉仍處處維護  那又怎麼會有好的改變呢




--",2016-02-09 02:03:49,2016-02-06 02:04:14
M.1454693631.A.7EF,HatePolitics,wenge321,wen,Re: [討論] 為何全面追殺柯文哲？,"※ 引述《acln0816 ()》之銘言：
: ※ 引述《nantou049 (大螃蟹)》之銘言：
: : 藍營追殺，可以理解。 因藍營內部目前一團亂，綠營大勝且還沒開始做事，
: : 綠營暫時處於無敵狀態，打綠營不會有效果。
: : 綠營追殺，就耐人尋味了。
: : 可能原因1→ 柯文哲在大選期間不受控，雖然輔選了一些綠營候選人，
: :             但也輔選了一些綠營的對手，例如紀國棟、潘懷宗。
: :             並造成陳世凱落選。
: : 可能原因2→ 大選期間太出鋒頭，搶了小英的光彩，造成小英不滿。
: : 可能原因3→ 柯文哲若繼續出鋒頭下去，會因聲勢過大""功高震主""，造成小英因擾，
: :             因此要先挫一挫柯的銳氣。
: :   還有其他可能的原因嗎？？
: 其實不用想得那麼陰謀啦
: 就事論事先
: 先看一些綠營的名嘴（如鍾年晃）在這次塞車事件中的批評是否合理？
: 首先罵塞車很合理
: 因為這是事實存在的  而且也是比之前的塞車更嚴重些
: 但不知其所以然的罵就是換我們罵他們
: 個人認為這次塞車大概是從霸王級寒流來的時候開始
: 那時候好像忠孝橋有個車禍

恩 回去找找1/22八卦板有人問卦

https://www.ptt.cc/bbs/Gossiping/M.1453461596.A.9A6.html

 作者  uchelguo (快樂的勝利)                                  看板  Gossiping
 標題  [問卦] 台北車站忠孝東路
 時間  Fri Jan 22 19:19:53 2016
───────────────────────────────────────

有沒有從忠孝新生附近開始一直塞車到北車的八卦？

我從６：４５國光客運上車到現在７：１８

車竟然還沒開上橋……………

請問有人知道原因嗎？



其中比較玩味的推文

噓 ericlin84: 你第一天搭客運喔                                     01/22 19:26

幾乎每週都搭
這是第一次這樣好嗎……
(第一次)

推 zette: 來一罐通肋                                               01/22 19:27
終於通了

(應該delay1~2小時吧，看推文應該大台北交通癱瘓，也應該delay1~2小時

怎不是像某些媒體名嘴講的幾十幾十年來的大災難? 有的塞6小時)

→ CYL009: 禮拜五下班+下大雨+車禍  無解01/22 20:37

(還遇到大低溫)


推 spy7667: 3點多忠孝橋三重往台北端大貨車橫躺01/22 23:29
→ spy7667: 同時段台北端往三重方向貨車+3部客車事故01/22 23:30

(3點多到6~7點還沒排除?)


: 就有塞車的新聞出來
: 之後就開始各地塞車戰況報告
: 最後結論就說是自行車道施工的問題...
: 不過這些名嘴講的好像是台北從來沒有塞過車一樣
: 拜託
: 台北每天上下班時間都馬是塞車很誇張
: 當然現在自行車道施工變得是有點再塞一些
:
看看這篇文章當天的google  map 很多幹道都塞了 三環三線居然沒塞 

https://www.ptt.cc/bbs/Gossiping/M.1453466082.A.52B.html

http://imgur.com/6sDpttH
車禍後晚上8:30幾分

(看公車動態是台北車站那邊卡住了) 

推 dingading:  http://i.imgur.com/y59Q553.jpg                      01/22 21:40
→ dingading: 紅歪了 
台北市過年前塞車主因還是自行車道嗎?  

 那柯P拿出的方法是什麼？
: 就是讓警員站回街口抓違停
: 奇怪了
: 塞車突然就沒那麼誇張了耶  最起碼就跟沒施工前差不多了
: 問題好像突然就解決了...
: 而當初柯P讓警員撤出街口就是要減少冗事
: 不過在「有需要」的時候還是可以站回去
: 現在就是那個時候
: 有人會說如果沒有批評的話
: 柯P根本不會知道有這件事
: 自然也不會有所改善
: 沒錯
: 但有需要報導的好像台北史上最塞車的時候就在此時嗎？
: 名嘴講的也是好像煞有其事
: 每個人也很巧的在最近去上通告的時候都會塞在馬路上
: 都多花了很多時間才到錄影現場
: 是有沒有這麼剛好啊？
: 還是連名嘴都天龍化了？
: 那再講回陰謀論好了

參考一下這篇文
:
https://www.ptt.cc/bbs/Gossiping/M.1453465104.A.67A.html


忠孝橋靠腥北市那端大貨車翻掉了

那邊出一台拖吊車結果拖吊車也翻了

到1905出動大吊車才解決


(幹!怎那麼雖？ 大貨車翻~ 來一台拖吊車也翻？ 然後對向又幾台車車禍?)


還有1/15號投票前一晚星期五下班時間 有誰在忠孝東路大掃街?
(真巧跟1/22大塞車都是星期五)
怎會選下班時間忠孝東路大掃街？

之前朱立倫不是在南部因下班時間掃街被媒體綠營痛批嗎？



究竟民進黨的人有沒有一直想攻擊柯P？或說是挫挫柯P的銳氣呢？
: 先講結論
: 就是有
: 不論那個在黨團甲級動員投票還會遲到的那位台北市議員好了
: 在台中輸給大甲媽祖的SKY哥哥都可以跨界來酸兩句...
: 還有昨天兩個民進黨議員開記者會說忠孝西路公車道要蓋回去
: 當然更不用說波卡事件中那幾位道德感很高卻又拿了幾張公關卡的議員了
: 差點忘了還有世間情直指洪智坤收遠雄的錢了呢...
: 所以只要問大家一個問題應該就可以知道了
: 就是如果今天柯P是民進黨籍的  請問這些議員還會跳出來批評柯P嗎？
: 如果你的答案是YES的話
: 我想這些人應該可堪比當年民進黨的十一寇
: 哈哈
: 到此為止
: 當然是也有不少藍色的在裡面反串
: 但在那邊說都是都是反串在搞矛盾
: 被帶風向是自己的問題
: 其實這也是一種帶風向好嗎...
: 因為根本想讓人忽視事實上就是有民進黨的在打柯
: （對  我用的就是「打」!!!）
: 甚至一堆DPPer在推文裡一直柯粉護航柯粉護航的跳針
: （尤其是一位堪比時代黃KK的民進黨綠KK  以及一個唱和的qw什麼的...）
: 你們就不是在製造柯與民進黨的矛盾嗎？
: 難道都是所謂的柯粉先攻擊民進黨你們才反擊嗎？
: 更重要的是就算是柯粉無腦護航好了
: 在無腦護航柯P的時候是有攻擊到民進黨嗎？
: 能夠讓你們想要一直酸柯粉護航柯粉護航的？
: 最後
: 上面那些例子請不要裝瞎  謝謝

--",2016-02-09 02:03:47,2016-02-06 01:33:44
M.1454692843.A.62D,HatePolitics,TigerNDragon,Kero,Re: [討論] 為何全面追殺柯文哲？,"※ 引述《oiyuz ()》之銘言：
: 做不好就換人做
: 不用在護航了
: 用腦袋想就知道的事情
: 硬要幹也沒配套
: 台北市原本就車多
: 搞自行車道幹嘛
: 根本是為了自己喜好而施政
: 台北市多少人開車多少人騎機車多少人騎自行車
: 都沒去了解嗎
: 三橫三縱跟三環三線一樣是笑話
: 三年後可以當文宣了

Hi 我是Kero


基本上看到這兩天的新聞  我只想問   這件事有值得媒體這樣一直輪流轟炸嗎?


以我台中人我看著新聞   只會想說  塞車  那不是很正常的事情嗎


為什麼可以把他報的跟世界末日一樣  難道就只有你們台北會塞車嗎


為什麼不來報報中清交流道   五股交流道之類的地段


難道你們台北人就特別高級塞不得嗎  而最近的新聞


根本騙人家沒去過台北一樣  你們台北本來的車輛就很多


為什麼名嘴都講的以前都不會塞車 一路暢通 而現在就跟世界末日一樣動彈不得


要打柯文哲也用個比較高級的點吧?  但令我比較心寒的是


一些偏綠的名嘴 也在講些落井下石的言論  完全不知道他們的居心是甚麼


是收視率還是純粹消遣嗎   我知道柯文哲這三個字就是收視保證


但能不能不要這樣對待他  台灣做事的人已經夠少了 你們還要這樣子近似無理的砲轟他


不是說柯文哲不能罵  而是罵也要找個點  像這種議題 我的感覺只是為了罵而罵而已


知道有些綠嘴跟綠色的政治人物及選民不喜歡他


但你們一定要知道一件事   1129那場大勝  有一半是你們的友軍 柯文哲打下來奠定基礎


才讓16年勝選的那麼輕鬆  蔡英文說的謙卑  在這幾天我完全已經看不到了


請記住  唯一的敵人是國民黨   不是柯文哲  或許他有點白目 有點自大


但他絕對不是那個每天值得用大篇幅砲轟他的人.









--",2016-02-09 02:03:45,2016-02-06 01:20:40
M.1454689360.A.FB0,HatePolitics,oiyuz,,Re: [討論] 為何全面追殺柯文哲？,"做不好就換人做

不用在護航了

用腦袋想就知道的事情

硬要幹也沒配套

台北市原本就車多

搞自行車道幹嘛

根本是為了自己喜好而施政

台北市多少人開車多少人騎機車多少人騎自行車

都沒去了解嗎

三橫三縱跟三環三線一樣是笑話

三年後可以當文宣了


--",2016-02-09 02:03:29,2016-02-06 00:22:37
M.1454687835.A.280,Gossiping,extemjin,,[新聞] 柯文哲認錯 三橫三縱同步施工踢到鐵板,"【新聞】柯文哲認錯 三橫三縱同步施工踢到鐵板

請觀看新唐人影片報導：
http://www.ntdtv.com.tw/b5/20160205/video/165413.html

【新唐人亞太台 2016 年 02 月 05 日訊】台北市的自行車道三橫三縱工程，造成交通大
打結，激起民怨，台北市長柯文哲昨天接受電子媒體專訪，在節目上表示，這次真的踢到
鐵板了，也坦言整個過程中，犯下很多錯誤。

台北市長 柯文哲：「我覺得這次三橫三縱我就踢到鐵板，我犯的錯就是同時動工，為什
麼會這樣，以前就是一條一條做，我就罵他們說，每次都等到反攻大陸以後，好啊，既然
長官說不可以等到反攻大陸以後，那就同時做，同時做就踢到鐵板了，就一下子面積太大
，所以我想，不過我倒覺得這樣，快還是要快，只是說在快當中有沒有，那個交通管制，
那些變成要更嚴格。要反省啦、就是說，(多開除幾個就有用嗎)，沒有啦、罵是這樣罵啦
，但是這也是我的缺點，不應該這樣，就是嘴巴賤，我就喜歡罵人你知道。」

柯文哲說，這兩週交通變壞原因，包括天冷、下雨，但從長期數據來看，是逐漸在變壞，
困難不見得一天就可解決，重點是要努力，也要求整個SOP都要重訂，這次算是一個慘痛
的經驗。

--
             『我的腎臟被偷了~~』    中共偷了法輪功學員的內臟、眼角膜、     
        ◣   ╱                      皮膚等部位拿去盜賣、移植，不法圖利     
    ▂█⊙◣                                         ﹁                     
        ██◣                                    ==██○                  
  獨角獸查  理   ▕  ◥                    被活摘器官，死去的法輪功學員     
http://www.epochtimes.com/b5/10/5/14/n2902344.htm                           

--",2016-02-08 05:07:25,2016-02-05 23:57:11
M.1454687490.A.5B1,HatePolitics,roger1976,擱淺,Re: [討論] 為何全面追殺柯文哲？,"要問為何圍勦柯文哲 先了解柯文哲怎麼當上市長
從愛滋器捐案到公務員貪瀆罪(塑膠椅) 把一個醫界金字塔頂端的狂人
逼上政治路途 就因為他深綠的色彩外加是當阿扁的醫療小組召集人
在KMT眼中 阿扁就是萬惡不赦 因為他讓KMT失去8年政權 所以柯P必須消滅
怎知20141129 被消滅的是KMT 永遠不敗的台北市崩解 六都剩下新北市險勝

2016你他媽的當你的市長就好 還來個北高一日騎 間接幫反KMT勢力助選
這些媒體 外圍組織 商界 財團 又多少是跟KMT血脈相連
現在好不容易有著力點 怎麼能輕放 況且這又是台北市民最息息相關的交通
政策確實草率 因為求好求快 過於理想化 但知錯能改 並且力挽狂瀾
雖有過亦可理解 難道像馬英九給美河市上百億的利益 郝兵兵雙子星荒謬的合約
來的嚴重嗎? 沒有!這些圍繞KMT利益的吸血鬼 他們急迫的要拉下這個不識相的傢伙

柯P交通政策該不該批評 當然應該!他也落入自我感覺良好的狀態
只是批評的力道完全不成比例 為什麼? 因為除了小英 KMT最大的障礙就是柯P
2018KMT一定要拿回台北市 因為2020的總統大選早在2016就已經結束
全台灣唯一還有勝算的六都選舉就是台北市 花蓮離島地區就不要出來秀下限了
往後KMT的重兵只會集結在台北市 議員立委只有台北市還能一博

因此這個局很清楚 但柯P會束手無策?等520小英上台 中央全力支持
柯P政績會更躍一大步 而KMT一籌莫展 內部繼續鬥爭 主席若真是柱柱姐
就更奠定KMT弱化的趨勢 這政局其實很無聊 因為勝敗早已注定!KMT 必敗

--
孤獨的路，要瀟洒的走。


--",2016-02-08 02:00:52,2016-02-05 23:51:26
M.1454687483.A.994,HatePolitics,papawalk,自由~~調查兵團~~,Re: [討論] 為何全面追殺柯文哲？,"
個人覺得某些媒體這種打法太針對

可能會有反效果

為什麼會太針對呢

因為實在是太明顯

退一萬步說

柯P有錯好了  交通也有塞

但這應該只是新聞的一部分

還有另外很多新聞

有需要一個塞車問題報一、二十分鐘

有的還是同一個新聞用不同方式報

反觀

中資旅遊業一條龍問題

中嘉案

外籍白領案

看守內閣安插人事案

以上問題都比塞車問題還複雜攸關人民利益更嚴重

更需要新聞時間報導解說

結果都隨便報報

打柯P的針對性實在太明顯


PS：某些媒體自從敗選後

    政治新聞幾乎都不報了

    忽然台北塞車馬上報了十幾分鐘

    這落差也太大

    真的太針對性了

    令人看不下去


--",2016-02-08 02:00:50,2016-02-05 23:51:16
M.1454687299.A.36A,HatePolitics,DICB,曾經擁有,Re: [討論] 周麗芳及倪重華證實是被柯P開除的,"※ 引述《KingChang711 (支持Lamigo＝支持＿球)》之銘言：
: 你知道嗎？
: 台北市府有超過八萬公務員
: 今天蚵屁這種把人家開除還昭告天下的行為
: 就等於和台北市府八萬公務員槓上
: 蚵屁如果不改
: 2018等著因為這八萬公務員而吃鍋貼，輸給蔣神
: 等著瞧！


說到蔣我才想到，為什麼蔣他這次沒出來參選KMT的主席...

他不是KMT的中生代的領袖嗎？

KMT不是要培養他，未來讓他出來競選臺北市長甚至總統大位的人才嗎？

怎麼他不自己跳出來帶領KMT改革?

--",2016-02-08 02:00:49,2016-02-05 23:48:17
M.1454686343.A.E95,Gossiping,kira823523, ,[新聞] 中客不來就撐不下去？ 柯P：代表台灣觀,"1.媒體來源:
※ 例如蘋果日報、奇摩新聞
自由時報

2.完整新聞標題:
※ 標題沒有寫出來 ---> 依照板規刪除文章
中客不來就撐不下去？ 柯P：代表台灣觀光業有問題

3.完整新聞內文:
※ 社論特稿都不能貼! 違者退文，貼廣告也會被退文喔!
〔即時新聞／綜合報導〕2016總統大選民進黨大獲全勝，卻也傳出中國有意縮減中客來台
人數，令不少觀光業者心頭一震。對於台灣未來將面臨到的觀光難題，台北市長柯文哲表
示，如果中客大減觀光就受影響，那就代表台灣的觀光產業有問題。
根據《三立新聞》報導，柯文哲在昨日接受廣播電台專訪時談到，無論是旅遊業或是其它
產業都應分散風險，例如台灣對外貿易有多達40%的比重在中國身上，台灣就自然會被對
方牽著走。

柯文哲認為，只因中客不來就撐不下去的話，那就代表台灣的觀光業有問題。至於有何解
決之道？柯P提到，可以趁機開發東南亞與日本的觀光市場，像是台灣一年有360萬人到日
本旅遊，但日本旅客來台人數僅160萬，由此可知還有很大的成長空間。

柯文哲談到，「面對困難是解決困難的第一步」，還強調難道要為了中客不來就下跪投降
嗎？但柯文哲最後又幽默地笑說，「如果活不下去再下跪投降吧，哈」。


4.完整新聞連結 (或短網址):
※ 當新聞連結過長時，需提供短網址方便網友點擊
http://news.ltn.com.tw/news/politics/breakingnews/1595922

5.備註:
※ 一個人一天只能張貼一則新聞，被刪或自刪也算額度內，超貼者水桶，請注意


--",2016-02-08 05:08:36,2016-02-05 23:32:19
M.1454686175.A.6D3,HatePolitics,KingChang711,支持Lamigo＝支,Re: [討論] 周麗芳及倪重華證實是被柯P開除的,"你知道嗎？
台北市府有超過八萬公務員
今天蚵屁這種把人家開除還昭告天下的行為
就等於和台北市府八萬公務員槓上
蚵屁如果不改
2018等著因為這八萬公務員而吃鍋貼，輸給蔣神
等著瞧！

--",2016-02-08 02:00:45,2016-02-05 23:29:33
M.1454686074.A.D7E,Gossiping,tombear20,精算師,[新聞] 為國民黨未來把脈 柯P：消失也不奇怪,"1.媒體來源:
自由時報

2.完整新聞標題:
為國民黨未來把脈 柯P：消失也不奇怪

3.完整新聞內文:
2016-02-05  10:04
〔即時新聞／綜合報導〕台北市長柯文哲在昨日播出的政論節目《正晶限時批》接受專訪
，過程中談到柯P是否可以幫國民黨把把脈，柯P直言，國民黨在台灣已經存在70年了，其
實憑這一點就很了不起，不過就算國民黨從台灣消失，那也不是很奇怪。

柯文哲指出，因為「公司倒閉本來就是很正常的事」，有時候自己還會想說國民黨怎麼那
麼厲害，在台灣撐那麼久。柯P還用生物學觀點解釋，他說，地球有45億年的歷史，藍綠
藻是2億年前出現的，也就是說地球上有DNA也就是有機的生物，大概只有2億年而已。

而從2億年前到現在的歷史當中，已經消失的品種比現存的多很多，所以在地球歷史上，
死亡消失都是常態，長存才是例外。柯文哲表示，講這段話的意思是說，如果有一個東西
消失了，那也不用感到難過。

至於如果國民黨想繼續生存下去，柯文哲認為應該要用同樣的招牌，但內容變得不一樣。
柯P改用企業經營的觀點來看，他指出，例如Apple和IBM兩個大品牌，現在賣的產品都和
公司剛建立時不一樣，所以國民黨招牌要繼續維持住也不是不行。
不過柯文哲強調，真正的重點在於產品要改變，服務要改變，CEO（指黨主席）換人後腦
袋也要改變，不然「穩死的」，從此就會在地球歷史上消失。

4.完整新聞連結 (或短網址):
http://news.ltn.com.tw/news/politics/breakingnews/1595519

--",2016-02-08 05:08:30,2016-02-05 23:27:52
M.1454685770.A.FDF,HatePolitics,DICB,曾經擁有,Re: [討論] 為何全面追殺柯文哲？,"我覺得吵這個沒用!!就只是個假議題...

你們知道三橫三縱是怎麼來的嗎？

還不是幾年前臺北市民開始又瘋腳踏車，說臺北市腳踏車專用道太少，而且太窄才從原本
1米擴寬到1.5米甚至2米，然而好市長想要來取悅當時的市民才通過三橫三縱!!

然而現在才要剛開始搞而已，全面拿出來打柯p根本就是假議題，不讓大家注意到真議題
的地方，所以我說真的假議題少注意，多多注意真議題才是最重要的:
白領主要真議題和中嘉併購案

--",2016-02-08 02:00:44,2016-02-05 23:22:47
M.1454685452.A.7E7,HatePolitics,pftmax,無,[黑特] 代罪羔羊-柯文哲,"
台北交通塞  的確該罵 柯P也做的不好

這沒甚麼好辯駁的


但是台灣媒體就是一群財團狗

就先不說低薪白領中嘉那些了


看看小段的臉書就是知道

一堆趁著政權交接要偷偷摸摸的工程招標

人事案 全部如火如荼


媒體有報嗎? 有像台北塞車那樣報嗎?

沒有麻!

這些事情都不如台北塞車嚴重嗎?

那媒體怎麼不如一個立委臉書?


因為打綠營會反彈 柯P無黨無派無人脈

又有新聞性 就打柯P就好


台灣媒體就是財團狗 人民要看的絕對不是新聞焦點

除非鬧到占領立法院 才會不得不報


現在真正的新聞 就是PTT 還有FB

媒體只要會複製貼上這兩個新聞來源就可以了


有人去堵那個更醜的人型圖章新行政院長

問清楚低薪白領嗎? 沒有  到是跟風批柯P的塞車


整天塞車塞車 再怎樣塞車 車子還是會到目的地

但是台灣的媒體 我看真正的新聞應該都塞死了


塞林老師台灣智障狗媒體


--",2016-02-08 02:00:40,2016-02-05 23:17:29
M.1454685142.A.45F,HatePolitics,Marcus2014,馬克斯,Re: [討論] 為何全面追殺柯文哲？,"柯這種咖小就是白目而已啦

跟之前那個洪啥的一樣啦

自以為屌啊

自以為與眾不同啊

啊人就是群體動物啊

你一個人強有屁用啊

把大家都搞的不爽

大家都不想跟你配合

我看你一個人是能有多屌

我看頂多再半年

要罷免他的聲音就會越來越多啦

我看你能多屌

--",2016-02-08 02:01:20,2016-02-05 23:12:19
M.1454684974.A.A7E,HatePolitics,oaoa0123,agasswe,Re: [討論] 為何全面追殺柯文哲？,"※ 引述《nantou049 (大螃蟹)》之銘言：
: 藍營追殺，可以理解。 因藍營內部目前一團亂，綠營大勝且還沒開始做事，
: 綠營暫時處於無敵狀態，打綠營不會有效果。
: 綠營追殺，就耐人尋味了。
: 可能原因1→ 柯文哲在大選期間不受控，雖然輔選了一些綠營候選人，
:             但也輔選了一些綠營的對手，例如紀國棟、潘懷宗。
:             並造成陳世凱落選。
: 可能原因2→ 大選期間太出鋒頭，搶了小英的光彩，造成小英不滿。
: 可能原因3→ 柯文哲若繼續出鋒頭下去，會因聲勢過大""功高震主""，造成小英因擾，
:             因此要先挫一挫柯的銳氣。
:   還有其他可能的原因嗎？？


PTT是一個大量資訊流通的地方 但我們知道資訊跟知識是不同的東西

太多的柯粉柯黑 藍綠二分法 陰謀論都會降低政黑板討論的品質

我不想做一個去脈絡化的討論 我想 從國家整體發展來看

根本的原因就是由資源失衡現象衍伸出的問題


臺北市每年預算大約是1600億左右 錢隨便灑就有政績

捷運一條條蓋 現在萬大線都在動工了 臺中桃園還在難產

反觀苗栗縣負債600億就沒錢發薪水

再來國家重要行政中心 以及企業總公司都被塞在臺北

生技中心臺北也要 科學園區臺北也要 有汙染的就丟給雲林


自然而然的 在媒體上的展現就是所有人都在播報臺北市長今天做了什麼

還有柯文哲個人風格本身能刺激收視率也是一個原因

這是他崛起的因素 所造成的後果也是他自己要承擔的

再來就是最近選舉結束了 實在沒什麼(有收視率的)新聞可以報 不報他報誰?


講完媒體的問題 我們閱聽人呢?

我想就是保持獨立思考能力 拒絕簡化性思考

政治人物個人的政治前途跟我們沒有關係

塞車是既成事實 當然就質疑柯文哲

北門重現 自行車專用道都是柯文哲有 ""實質影響力(?)"" 有能力自主決定的政策

不論成敗 政治責任都應該由他負起 我是認同郝龍斌的批評 不該爭功諉過

DPP有兩位議員在忠孝西路公車專用道的問題上鬧笑話 就嘲笑他們一下

段宜康批評路口沒有淨空 那就應當給他鼓勵


臺北市塞車的確是一個問題

根本的政策討論方向就是

價值問題: 我們要不要建自行車專用道? (我個人支持)

短期問題: 塞車要怎麼解決? (路口淨空 嚴抓違停...)

中期問題: 如何避免再次發生? (市政府事前就應該啟動最近的補救措施)

          如何將自用車減量? (這太多了 我之前有發一篇文 大家可以參考)

長期問題: 要不要再建捷運? (e.g. 南北線)

          我們要不要遷都? 遷去哪裡? (個人傾向烏日)


大概是這樣 謝謝大家

--
推 iica:明志齁 媽的爛學校                                          06/27 00:56
推 rickwu43:iica 請問你讀哪?                                       06/27 00:57
推 iica:明志...                                                    06/27 00:58
推 rickwu43:i大: 好吧 本來想叫你別批評別人學校的...                06/27 00:59
推 iica:去唸明志是我目前人生最錯誤的決定                           06/27 01:03

--",2016-02-08 02:01:18,2016-02-05 23:09:28
M.1454684242.A.3AA,HatePolitics,peter0625,小明,[討論] 周麗芳及倪重華證實是被柯P開除的,"最近的塞車的新聞 柯P又被討論失言 可是我比較注意是這段

柯P說:我再開除幾個局長，大家慢慢就會改善了，自從開除周麗芳、倪重華後，現在突然就很想開除人

原來周麗芳跟倪重華是被開除的 前陣子的新聞 都說兩人主動請辭 但事實是柯P不滿意兩人的表現啊

柯P手下的政務官真的不好做 被開除還要被公告天下 科科


--
Sent from my Windows

--",2016-02-08 02:01:16,2016-02-05 22:57:20
M.1454683720.A.CBD,HatePolitics,EvanYang,EvanYang,Re: [討論] 為何全面追殺柯文哲？,"※ 引述《nantou049 (大螃蟹)》之銘言：
: 藍營追殺，可以理解。 因藍營內部目前一團亂，綠營大勝且還沒開始做事，
: 綠營暫時處於無敵狀態，打綠營不會有效果。
: 綠營追殺，就耐人尋味了。

DPP對柯文哲從一開始就不是統一的聲音。

14年初選，部分綠營基層的人認為柯文哲的高人氣是統媒運作，用來分裂
民進黨，幫柯文哲造神的媒體以TVBS為主。

新系梁文傑在初選前就不認同柯文哲無黨參選，主要的原因在於黨要有黨
格，也不認同柯文哲的白色路線，但是在柯與姚民調對比下，由柯參選後
，梁文傑在選舉過程中不太批評柯文哲，並非逢柯必反。選後，從梁文傑
的臉書，可以看到不少梁真的跟柯頗不對盤，像是I-voting梁文傑就大怒
幹，事後看來梁幹的頗有道理，柯自己後來也不太真的執行直接民主以及
所謂的開放政府了。

DPP中，最幹柯文哲的當屬解殖派，解殖派對於柯所說的改變成真等理念
，在對照他的意識型態以及搓湯圓的處事方法，簡直是幹幹幹幹幹，在意
解殖以及轉型正義的綠營支持者，最不滿柯文哲。

其他像是建設派，如姚文智的支持者，就會覺得柯文哲在市政上頗弱，抄
襲像是姚的市政觀點等等。

柯文哲今天就是不夠強，在民望下滑下，自然是群起攻之，今天如果柯文
哲夠優秀，在享有台北市長如此大的權力能充分的落實他的理念，民調自
然低不到哪裡去，只可惜他似乎第一年都在實習，準備不足下能帶給市民
的改變相對有限。

不過啦，柯文哲在怎麼樣，都是屌打馬郝，國民黨派出來的任何人，都是
廢物等級。

現在打柯並不完全是壞事，一來柯文哲這個人似乎很怕民眾打他，所以扁
他他會很在意，所以不會有蠻幹的惡行。再來，18年民進黨要不要不派人
繼續支持柯文哲無黨參選，柯文哲自己要拿出足夠的實力才能讓綠營挺柯
文哲，如果柯文哲在這兩年光環持續衰退，民進黨派人跟柯文哲比拼民調
，留著其他選項，未嘗不是壞事。

柯文哲靠嘲諷馬英九起家，520轉眼就要到了，未來沒有馬英九可以嘲笑，
這時才是柯文哲真正的考驗了。






--",2016-02-08 02:01:14,2016-02-05 22:48:38
